user_id,blacklist_ip,reason
9822,192.168.206.255,High-frequency access
3579,192.168.66.203,Large transaction
9344,192.168.172.177,Suspicious IP
1272,192.168.8.63,Suspicious IP
957,192.168.52.142,High-frequency access
4737,192.168.155.239,Large transaction
410,192.168.112.116,Suspicious IP
9234,192.168.242.254,Suspicious IP
8112,192.168.32.139,Failed logins
3584,192.168.197.104,High-frequency access
3621,192.168.97.26,High-frequency access
2073,192.168.122.249,Suspicious IP
5989,192.168.109.50,Failed logins
6664,192.168.192.175,Large transaction
62,192.168.166.33,Failed logins
131,192.168.80.34,Suspicious IP
9703,192.168.90.11,Large transaction
3143,192.168.30.185,Failed logins
6703,192.168.217.213,Failed logins
5094,192.168.240.65,Failed logins
9078,192.168.67.232,Failed logins
7558,192.168.134.159,Suspicious IP
9775,192.168.133.44,High-frequency access
3730,192.168.228.146,Suspicious IP
8746,192.168.93.251,High-frequency access
6143,192.168.237.24,Suspicious IP
8613,192.168.178.136,Suspicious IP
3640,192.168.49.62,Suspicious IP
9966,192.168.58.162,Failed logins
3591,192.168.114.217,High-frequency access
3461,192.168.128.19,Large transaction
6839,192.168.64.55,High-frequency access
7308,192.168.28.134,High-frequency access
7304,192.168.119.64,Suspicious IP
3144,192.168.188.27,Large transaction
604,192.168.228.38,Suspicious IP
6935,192.168.205.97,High-frequency access
2740,192.168.10.211,Suspicious IP
6580,192.168.34.108,Suspicious IP
9351,192.168.81.37,High-frequency access
2153,192.168.96.45,Failed logins
4140,192.168.68.236,Failed logins
5590,192.168.28.9,Large transaction
8273,192.168.98.221,Failed logins
2111,192.168.86.112,High-frequency access
5799,192.168.33.242,Failed logins
6336,192.168.114.49,Failed logins
9783,192.168.102.191,Failed logins
5998,192.168.38.183,High-frequency access
599,192.168.30.240,High-frequency access
5161,192.168.2.209,Failed logins
6171,192.168.69.90,Failed logins
4474,192.168.173.65,Failed logins
2561,192.168.103.183,High-frequency access
6166,192.168.123.75,Suspicious IP
3798,192.168.178.194,Suspicious IP
8867,192.168.49.28,Failed logins
6627,192.168.126.194,Suspicious IP
2816,192.168.80.101,Large transaction
3040,192.168.37.66,High-frequency access
653,192.168.181.64,Large transaction
7666,192.168.124.247,High-frequency access
4477,192.168.194.237,Suspicious IP
7061,192.168.59.113,High-frequency access
8249,192.168.198.108,Large transaction
9028,192.168.87.77,Large transaction
7274,192.168.144.103,High-frequency access
9197,192.168.220.90,High-frequency access
2239,192.168.117.18,High-frequency access
2292,192.168.123.212,Large transaction
5575,192.168.100.198,Suspicious IP
4929,192.168.172.144,High-frequency access
3241,192.168.221.183,Failed logins
6634,192.168.174.103,Failed logins
2674,192.168.156.171,Large transaction
5252,192.168.140.76,Suspicious IP
6217,192.168.240.236,Suspicious IP
8675,192.168.146.221,High-frequency access
2935,192.168.45.25,Suspicious IP
5604,192.168.19.165,Failed logins
2525,192.168.77.164,Failed logins
5602,192.168.68.152,Suspicious IP
1408,192.168.22.56,Suspicious IP
9795,192.168.91.11,Suspicious IP
1357,192.168.99.197,Suspicious IP
9863,192.168.150.117,High-frequency access
69,192.168.223.230,Suspicious IP
7508,192.168.185.10,Large transaction
2855,192.168.214.79,Suspicious IP
6046,192.168.124.131,High-frequency access
1392,192.168.251.34,Suspicious IP
767,192.168.244.84,Suspicious IP
6858,192.168.195.243,Large transaction
6097,192.168.183.92,Large transaction
6540,192.168.181.31,Failed logins
4401,192.168.243.10,Failed logins
7529,192.168.26.177,Large transaction
8330,192.168.190.123,Failed logins
899,192.168.202.210,Failed logins
1983,192.168.251.132,Large transaction
360,192.168.83.1,Suspicious IP
7627,192.168.131.17,Suspicious IP
8445,192.168.251.171,High-frequency access
2905,192.168.44.212,Failed logins
6874,192.168.229.170,High-frequency access
3201,192.168.26.252,Failed logins
4595,192.168.75.162,Suspicious IP
4601,192.168.126.11,Large transaction
2961,192.168.104.76,High-frequency access
5592,192.168.119.197,Failed logins
8115,192.168.211.90,Failed logins
8397,192.168.86.189,Large transaction
7952,192.168.152.8,Failed logins
1801,192.168.135.194,High-frequency access
2215,192.168.54.122,High-frequency access
9966,192.168.40.115,High-frequency access
6793,192.168.46.82,Failed logins
4111,192.168.107.191,Failed logins
5682,192.168.24.214,Large transaction
1866,192.168.91.172,High-frequency access
9684,192.168.78.6,Large transaction
8735,192.168.40.87,High-frequency access
5665,192.168.208.34,High-frequency access
2827,192.168.145.202,High-frequency access
5133,192.168.20.30,Failed logins
2401,192.168.141.175,High-frequency access
3388,192.168.11.233,High-frequency access
721,192.168.102.34,High-frequency access
2957,192.168.203.182,High-frequency access
7707,192.168.76.244,Suspicious IP
9157,192.168.83.236,Failed logins
5317,192.168.223.167,Failed logins
135,192.168.120.86,Failed logins
3673,192.168.151.224,High-frequency access
392,192.168.57.162,Failed logins
9360,192.168.171.104,High-frequency access
5173,192.168.119.2,Failed logins
1991,192.168.227.20,High-frequency access
5476,192.168.118.123,Failed logins
664,192.168.218.20,Large transaction
2601,192.168.6.244,Failed logins
4852,192.168.5.233,Suspicious IP
5962,192.168.203.96,Suspicious IP
4418,192.168.205.12,Suspicious IP
868,192.168.93.155,Large transaction
2440,192.168.84.35,High-frequency access
428,192.168.222.170,Failed logins
733,192.168.248.150,Failed logins
8555,192.168.155.101,Failed logins
2022,192.168.138.237,High-frequency access
6403,192.168.123.165,Large transaction
268,192.168.21.229,High-frequency access
3862,192.168.200.189,Large transaction
9165,192.168.199.252,Failed logins
8611,192.168.197.200,Failed logins
3179,192.168.91.55,Large transaction
7218,192.168.171.150,Suspicious IP
6270,192.168.239.43,High-frequency access
5878,192.168.201.94,Large transaction
6580,192.168.170.63,Suspicious IP
8093,192.168.80.142,Suspicious IP
5295,192.168.52.88,Large transaction
1610,192.168.243.82,Suspicious IP
6924,192.168.237.104,Large transaction
3031,192.168.114.3,Failed logins
6819,192.168.75.22,High-frequency access
5503,192.168.97.151,Large transaction
1949,192.168.51.177,Suspicious IP
4450,192.168.58.248,Failed logins
9293,192.168.32.123,Failed logins
2078,192.168.101.124,Suspicious IP
873,192.168.29.54,Suspicious IP
5964,192.168.186.83,High-frequency access
521,192.168.56.152,Suspicious IP
3149,192.168.148.248,Suspicious IP
2369,192.168.191.99,Failed logins
8874,192.168.94.186,High-frequency access
6472,192.168.185.143,Large transaction
1917,192.168.250.191,Failed logins
8701,192.168.40.252,Large transaction
6457,192.168.55.240,Suspicious IP
3587,192.168.37.193,Failed logins
3177,192.168.172.61,Suspicious IP
4532,192.168.143.87,Failed logins
2312,192.168.109.80,High-frequency access
1480,192.168.11.34,Failed logins
3150,192.168.38.3,High-frequency access
8848,192.168.28.183,High-frequency access
3287,192.168.174.73,Failed logins
1444,192.168.9.85,Suspicious IP
9707,192.168.167.20,Large transaction
9144,192.168.201.250,High-frequency access
3353,192.168.219.143,Large transaction
2267,192.168.13.65,Large transaction
3361,192.168.194.26,High-frequency access
7436,192.168.59.211,Large transaction
2202,192.168.77.194,High-frequency access
6264,192.168.45.82,Failed logins
3381,192.168.76.50,Suspicious IP
4164,192.168.186.92,High-frequency access
8580,192.168.17.202,Suspicious IP
1076,192.168.84.240,High-frequency access
9129,192.168.122.81,Large transaction
4341,192.168.127.169,Suspicious IP
5640,192.168.175.224,Suspicious IP
8124,192.168.168.184,High-frequency access
2773,192.168.174.133,Suspicious IP
1795,192.168.158.146,Large transaction
1096,192.168.97.196,High-frequency access
5900,192.168.64.244,Failed logins
4583,192.168.1.0,Suspicious IP
9225,192.168.222.36,Large transaction
9503,192.168.126.196,Large transaction
4035,192.168.181.100,Large transaction
777,192.168.20.185,Large transaction
5279,192.168.89.214,Suspicious IP
724,192.168.77.42,Large transaction
7032,192.168.73.141,Failed logins
6725,192.168.106.57,Large transaction
9424,192.168.34.192,High-frequency access
9169,192.168.194.255,High-frequency access
6694,192.168.133.243,Large transaction
7592,192.168.140.224,Large transaction
6273,192.168.159.71,Large transaction
3951,192.168.107.114,Suspicious IP
3389,192.168.151.121,High-frequency access
5955,192.168.147.179,Large transaction
1067,192.168.102.194,High-frequency access
8143,192.168.107.35,High-frequency access
9159,192.168.235.189,Failed logins
9158,192.168.80.184,High-frequency access
1163,192.168.68.91,Large transaction
702,192.168.205.94,Large transaction
1580,192.168.109.121,Large transaction
9120,192.168.225.41,High-frequency access
1539,192.168.215.77,Failed logins
2302,192.168.21.71,High-frequency access
1536,192.168.12.47,Large transaction
670,192.168.239.62,Failed logins
7660,192.168.248.27,Suspicious IP
4360,192.168.144.92,High-frequency access
1358,192.168.169.0,High-frequency access
8015,192.168.178.212,Failed logins
6268,192.168.128.5,Large transaction
1,192.168.112.163,Large transaction
570,192.168.98.231,Large transaction
5583,192.168.245.220,Failed logins
1268,192.168.45.192,Failed logins
1738,192.168.103.45,High-frequency access
2771,192.168.244.176,Large transaction
2323,192.168.120.53,Suspicious IP
7468,192.168.2.28,Large transaction
4422,192.168.181.183,Suspicious IP
2924,192.168.135.154,Failed logins
9041,192.168.14.222,High-frequency access
8272,192.168.47.78,Large transaction
128,192.168.122.66,High-frequency access
1851,192.168.204.95,Suspicious IP
7006,192.168.210.167,Suspicious IP
2626,192.168.104.11,Large transaction
9223,192.168.127.88,Large transaction
7855,192.168.186.247,Suspicious IP
3353,192.168.144.137,Large transaction
1641,192.168.25.158,Suspicious IP
9976,192.168.215.158,Large transaction
1029,192.168.203.109,Suspicious IP
5646,192.168.153.27,Suspicious IP
7946,192.168.185.14,Large transaction
5878,192.168.255.165,High-frequency access
4089,192.168.157.160,Failed logins
2975,192.168.17.145,Large transaction
1367,192.168.106.133,High-frequency access
1627,192.168.66.202,High-frequency access
5529,192.168.166.182,High-frequency access
8627,192.168.176.235,Suspicious IP
2666,192.168.123.56,High-frequency access
8313,192.168.12.98,Suspicious IP
3451,192.168.11.129,Failed logins
8031,192.168.108.129,Large transaction
9851,192.168.184.78,High-frequency access
5034,192.168.243.35,Suspicious IP
3078,192.168.105.215,Large transaction
6176,192.168.230.241,Suspicious IP
700,192.168.214.120,Large transaction
4939,192.168.113.92,Suspicious IP
4178,192.168.141.101,Failed logins
4464,192.168.72.104,Suspicious IP
2274,192.168.121.72,Suspicious IP
1845,192.168.166.175,High-frequency access
8806,192.168.198.72,High-frequency access
8797,192.168.164.125,Suspicious IP
6202,192.168.66.165,Suspicious IP
7651,192.168.220.14,Failed logins
1272,192.168.192.193,High-frequency access
4254,192.168.28.208,Failed logins
9106,192.168.198.8,Failed logins
4007,192.168.3.98,High-frequency access
4633,192.168.43.166,Suspicious IP
8886,192.168.133.16,Failed logins
1654,192.168.11.77,Large transaction
4414,192.168.255.17,High-frequency access
1508,192.168.128.151,Failed logins
692,192.168.156.159,Failed logins
1881,192.168.34.165,Suspicious IP
6799,192.168.211.210,Suspicious IP
8799,192.168.101.85,Large transaction
495,192.168.91.169,Failed logins
4120,192.168.233.199,Failed logins
3470,192.168.174.38,Suspicious IP
3574,192.168.18.29,Failed logins
3317,192.168.30.57,Failed logins
4560,192.168.95.148,Failed logins
5554,192.168.10.135,Suspicious IP
2073,192.168.61.207,Large transaction
4517,192.168.28.118,High-frequency access
9512,192.168.30.132,Failed logins
5935,192.168.167.180,High-frequency access
1953,192.168.26.37,Suspicious IP
4441,192.168.156.172,Large transaction
1024,192.168.28.165,Suspicious IP
1271,192.168.33.86,Failed logins
2115,192.168.163.226,High-frequency access
40,192.168.203.245,Suspicious IP
6467,192.168.229.24,Large transaction
5211,192.168.69.38,Failed logins
1324,192.168.143.212,High-frequency access
2705,192.168.131.209,Large transaction
3905,192.168.36.19,Suspicious IP
7964,192.168.65.142,Large transaction
7540,192.168.54.220,Suspicious IP
7230,192.168.25.64,High-frequency access
5907,192.168.93.183,Failed logins
6092,192.168.185.126,Suspicious IP
2219,192.168.83.86,Failed logins
740,192.168.251.17,Large transaction
39,192.168.180.172,High-frequency access
581,192.168.232.71,High-frequency access
2207,192.168.143.146,High-frequency access
1379,192.168.198.163,Large transaction
2174,192.168.115.253,Large transaction
554,192.168.162.18,Large transaction
9401,192.168.213.24,Large transaction
5164,192.168.16.112,Suspicious IP
1526,192.168.1.92,High-frequency access
8194,192.168.27.229,Suspicious IP
8134,192.168.61.251,Large transaction
3090,192.168.175.191,Large transaction
6426,192.168.157.65,Suspicious IP
7741,192.168.55.161,Failed logins
4151,192.168.111.85,Failed logins
8901,192.168.248.21,Large transaction
1929,192.168.121.201,High-frequency access
6766,192.168.37.42,Suspicious IP
6443,192.168.48.59,Failed logins
5696,192.168.248.96,Failed logins
1523,192.168.207.237,High-frequency access
4976,192.168.224.201,Suspicious IP
6694,192.168.122.150,Failed logins
7204,192.168.120.37,High-frequency access
4071,192.168.189.4,Suspicious IP
5983,192.168.131.203,Suspicious IP
996,192.168.226.129,Suspicious IP
4539,192.168.105.218,Large transaction
2947,192.168.108.140,Large transaction
2888,192.168.194.59,Large transaction
6508,192.168.204.128,Large transaction
8685,192.168.162.196,Large transaction
198,192.168.244.2,Suspicious IP
1488,192.168.186.93,High-frequency access
5521,192.168.184.92,High-frequency access
9741,192.168.10.180,Failed logins
763,192.168.189.221,Large transaction
9642,192.168.47.85,High-frequency access
5192,192.168.235.20,High-frequency access
5963,192.168.212.222,Suspicious IP
4570,192.168.228.194,Large transaction
1032,192.168.250.6,Failed logins
3531,192.168.155.53,Large transaction
2862,192.168.180.29,Failed logins
8671,192.168.81.191,Failed logins
7327,192.168.252.173,Large transaction
6751,192.168.157.219,High-frequency access
7218,192.168.115.158,Large transaction
7903,192.168.187.198,Suspicious IP
947,192.168.22.248,Large transaction
9570,192.168.243.149,High-frequency access
1488,192.168.138.143,High-frequency access
9253,192.168.50.236,Failed logins
7573,192.168.52.102,Failed logins
1068,192.168.139.104,High-frequency access
3010,192.168.222.144,High-frequency access
5545,192.168.235.246,High-frequency access
6898,192.168.131.108,High-frequency access
9536,192.168.92.47,Suspicious IP
5070,192.168.84.195,Large transaction
4061,192.168.236.126,Failed logins
2235,192.168.158.87,Suspicious IP
5444,192.168.209.31,Failed logins
8396,192.168.188.65,Large transaction
399,192.168.39.189,Failed logins
8790,192.168.231.76,High-frequency access
8469,192.168.116.58,Suspicious IP
3828,192.168.106.151,Suspicious IP
4564,192.168.197.91,Failed logins
7561,192.168.241.108,High-frequency access
5374,192.168.62.135,Large transaction
3704,192.168.228.164,Large transaction
4424,192.168.40.38,Suspicious IP
3454,192.168.143.254,High-frequency access
7873,192.168.68.117,High-frequency access
4867,192.168.129.202,Failed logins
7119,192.168.182.111,Suspicious IP
9412,192.168.58.225,Failed logins
6838,192.168.120.229,Suspicious IP
1428,192.168.230.153,Suspicious IP
3591,192.168.207.117,Suspicious IP
8821,192.168.200.184,High-frequency access
1234,192.168.227.189,High-frequency access
2148,192.168.108.39,High-frequency access
7025,192.168.140.190,Large transaction
